16,96,145,Unnamed: 4,135,50
17,67.0,137.0,146.0,193.0,53.0
18,99.0,108.0,109.0,291.0,51.0
19,129.0,108.0,129.0,328.0,51.0
20,93.0,107.0,141.0,,50.0
21,104.0,129.0,,212.0,50.0
22,132.0,181.0,187.0,109.0,48.0
23,145.0,184.0,,76.0,49.0
24,170.0,181.0,104.0,65.0,50.0
25,,,,99.0,51.0
26,173.0,162.0,117.0,112.0,51.0
27,170.0,109.0,147.0,96.0,51.0
28,177.0,113.0,168.0,74.0,50.0
29,,,104.0,77.0,49.0
30,,108.0,96.0,91.0,50.0
31,,110.0,,118.0,
